author,tags,text
Mark Twain,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""books,classic,reading""> 
            
            <a class=""tag"" href=""/tag/books/page/1/"">books</a>
            
            <a class=""tag"" href=""/tag/classic/page/1/"">classic</a>
            
            <a class=""tag"" href=""/tag/reading/page/1/"">reading</a>
            
        </div>",“′Classic′ - a book which people praise and don't read.”
C.S. Lewis,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""christianity,faith,religion,sun""> 
            
            <a class=""tag"" href=""/tag/christianity/page/1/"">christianity</a>
            
            <a class=""tag"" href=""/tag/faith/page/1/"">faith</a>
            
            <a class=""tag"" href=""/tag/religion/page/1/"">religion</a>
            
            <a class=""tag"" href=""/tag/sun/page/1/"">sun</a>
            
        </div>","“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.”"
C.S. Lewis,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""christianity,faith,religion,sun""> 
            
            <a class=""tag"" href=""/tag/christianity/page/1/"">christianity</a>
            
            <a class=""tag"" href=""/tag/faith/page/1/"">faith</a>
            
            <a class=""tag"" href=""/tag/religion/page/1/"">religion</a>
            
            <a class=""tag"" href=""/tag/sun/page/1/"">sun</a>
            
        </div>","“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.”"
C.S. Lewis,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""christianity,faith,religion,sun""> 
            
            <a class=""tag"" href=""/tag/christianity/page/1/"">christianity</a>
            
            <a class=""tag"" href=""/tag/faith/page/1/"">faith</a>
            
            <a class=""tag"" href=""/tag/religion/page/1/"">religion</a>
            
            <a class=""tag"" href=""/tag/sun/page/1/"">sun</a>
            
        </div>","“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.”"
C.S. Lewis,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""christianity,faith,religion,sun""> 
            
            <a class=""tag"" href=""/tag/christianity/page/1/"">christianity</a>
            
            <a class=""tag"" href=""/tag/faith/page/1/"">faith</a>
            
            <a class=""tag"" href=""/tag/religion/page/1/"">religion</a>
            
            <a class=""tag"" href=""/tag/sun/page/1/"">sun</a>
            
        </div>","“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.”"
C.S. Lewis,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""christianity,faith,religion,sun""> 
            
            <a class=""tag"" href=""/tag/christianity/page/1/"">christianity</a>
            
            <a class=""tag"" href=""/tag/faith/page/1/"">faith</a>
            
            <a class=""tag"" href=""/tag/religion/page/1/"">religion</a>
            
            <a class=""tag"" href=""/tag/sun/page/1/"">sun</a>
            
        </div>","“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.”"
C.S. Lewis,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""christianity,faith,religion,sun""> 
            
            <a class=""tag"" href=""/tag/christianity/page/1/"">christianity</a>
            
            <a class=""tag"" href=""/tag/faith/page/1/"">faith</a>
            
            <a class=""tag"" href=""/tag/religion/page/1/"">religion</a>
            
            <a class=""tag"" href=""/tag/sun/page/1/"">sun</a>
            
        </div>","“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.”"
C.S. Lewis,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""christianity,faith,religion,sun""> 
            
            <a class=""tag"" href=""/tag/christianity/page/1/"">christianity</a>
            
            <a class=""tag"" href=""/tag/faith/page/1/"">faith</a>
            
            <a class=""tag"" href=""/tag/religion/page/1/"">religion</a>
            
            <a class=""tag"" href=""/tag/sun/page/1/"">sun</a>
            
        </div>","“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.”"
C.S. Lewis,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""christianity,faith,religion,sun""> 
            
            <a class=""tag"" href=""/tag/christianity/page/1/"">christianity</a>
            
            <a class=""tag"" href=""/tag/faith/page/1/"">faith</a>
            
            <a class=""tag"" href=""/tag/religion/page/1/"">religion</a>
            
            <a class=""tag"" href=""/tag/sun/page/1/"">sun</a>
            
        </div>","“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.”"
C.S. Lewis,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""christianity,faith,religion,sun""> 
            
            <a class=""tag"" href=""/tag/christianity/page/1/"">christianity</a>
            
            <a class=""tag"" href=""/tag/faith/page/1/"">faith</a>
            
            <a class=""tag"" href=""/tag/religion/page/1/"">religion</a>
            
            <a class=""tag"" href=""/tag/sun/page/1/"">sun</a>
            
        </div>","“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.”"
C.S. Lewis,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""christianity,faith,religion,sun""> 
            
            <a class=""tag"" href=""/tag/christianity/page/1/"">christianity</a>
            
            <a class=""tag"" href=""/tag/faith/page/1/"">faith</a>
            
            <a class=""tag"" href=""/tag/religion/page/1/"">religion</a>
            
            <a class=""tag"" href=""/tag/sun/page/1/"">sun</a>
            
        </div>","“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.”"
George R.R. Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""books,mind""> 
            
            <a class=""tag"" href=""/tag/books/page/1/"">books</a>
            
            <a class=""tag"" href=""/tag/mind/page/1/"">mind</a>
            
        </div>","“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”"
George R.R. Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""books,mind""> 
            
            <a class=""tag"" href=""/tag/books/page/1/"">books</a>
            
            <a class=""tag"" href=""/tag/mind/page/1/"">mind</a>
            
        </div>","“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”"
George R.R. Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""books,mind""> 
            
            <a class=""tag"" href=""/tag/books/page/1/"">books</a>
            
            <a class=""tag"" href=""/tag/mind/page/1/"">mind</a>
            
        </div>","“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”"
George R.R. Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""books,mind""> 
            
            <a class=""tag"" href=""/tag/books/page/1/"">books</a>
            
            <a class=""tag"" href=""/tag/mind/page/1/"">mind</a>
            
        </div>","“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”"
George R.R. Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""books,mind""> 
            
            <a class=""tag"" href=""/tag/books/page/1/"">books</a>
            
            <a class=""tag"" href=""/tag/mind/page/1/"">mind</a>
            
        </div>","“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”"
George R.R. Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""books,mind""> 
            
            <a class=""tag"" href=""/tag/books/page/1/"">books</a>
            
            <a class=""tag"" href=""/tag/mind/page/1/"">mind</a>
            
        </div>","“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”"
George R.R. Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""books,mind""> 
            
            <a class=""tag"" href=""/tag/books/page/1/"">books</a>
            
            <a class=""tag"" href=""/tag/mind/page/1/"">mind</a>
            
        </div>","“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”"
George R.R. Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""books,mind""> 
            
            <a class=""tag"" href=""/tag/books/page/1/"">books</a>
            
            <a class=""tag"" href=""/tag/mind/page/1/"">mind</a>
            
        </div>","“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”"
George R.R. Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""books,mind""> 
            
            <a class=""tag"" href=""/tag/books/page/1/"">books</a>
            
            <a class=""tag"" href=""/tag/mind/page/1/"">mind</a>
            
        </div>","“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”"
George R.R. Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""books,mind""> 
            
            <a class=""tag"" href=""/tag/books/page/1/"">books</a>
            
            <a class=""tag"" href=""/tag/mind/page/1/"">mind</a>
            
        </div>","“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”"
author,tags,text
Steve Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""humor,obvious,simile""> 
            
            <a class=""tag"" href=""/tag/humor/page/1/"">humor</a>
            
            <a class=""tag"" href=""/tag/obvious/page/1/"">obvious</a>
            
            <a class=""tag"" href=""/tag/simile/page/1/"">simile</a>
            
        </div>","“A day without sunshine is like, you know, night.”"
Steve Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""humor,obvious,simile""> 
            
            <a class=""tag"" href=""/tag/humor/page/1/"">humor</a>
            
            <a class=""tag"" href=""/tag/obvious/page/1/"">obvious</a>
            
            <a class=""tag"" href=""/tag/simile/page/1/"">simile</a>
            
        </div>","“A day without sunshine is like, you know, night.”"
Steve Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""humor,obvious,simile""> 
            
            <a class=""tag"" href=""/tag/humor/page/1/"">humor</a>
            
            <a class=""tag"" href=""/tag/obvious/page/1/"">obvious</a>
            
            <a class=""tag"" href=""/tag/simile/page/1/"">simile</a>
            
        </div>","“A day without sunshine is like, you know, night.”"
Steve Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""humor,obvious,simile""> 
            
            <a class=""tag"" href=""/tag/humor/page/1/"">humor</a>
            
            <a class=""tag"" href=""/tag/obvious/page/1/"">obvious</a>
            
            <a class=""tag"" href=""/tag/simile/page/1/"">simile</a>
            
        </div>","“A day without sunshine is like, you know, night.”"
Steve Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""humor,obvious,simile""> 
            
            <a class=""tag"" href=""/tag/humor/page/1/"">humor</a>
            
            <a class=""tag"" href=""/tag/obvious/page/1/"">obvious</a>
            
            <a class=""tag"" href=""/tag/simile/page/1/"">simile</a>
            
        </div>","“A day without sunshine is like, you know, night.”"
Steve Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""humor,obvious,simile""> 
            
            <a class=""tag"" href=""/tag/humor/page/1/"">humor</a>
            
            <a class=""tag"" href=""/tag/obvious/page/1/"">obvious</a>
            
            <a class=""tag"" href=""/tag/simile/page/1/"">simile</a>
            
        </div>","“A day without sunshine is like, you know, night.”"
Steve Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""humor,obvious,simile""> 
            
            <a class=""tag"" href=""/tag/humor/page/1/"">humor</a>
            
            <a class=""tag"" href=""/tag/obvious/page/1/"">obvious</a>
            
            <a class=""tag"" href=""/tag/simile/page/1/"">simile</a>
            
        </div>","“A day without sunshine is like, you know, night.”"
Steve Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""humor,obvious,simile""> 
            
            <a class=""tag"" href=""/tag/humor/page/1/"">humor</a>
            
            <a class=""tag"" href=""/tag/obvious/page/1/"">obvious</a>
            
            <a class=""tag"" href=""/tag/simile/page/1/"">simile</a>
            
        </div>","“A day without sunshine is like, you know, night.”"
Steve Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""humor,obvious,simile""> 
            
            <a class=""tag"" href=""/tag/humor/page/1/"">humor</a>
            
            <a class=""tag"" href=""/tag/obvious/page/1/"">obvious</a>
            
            <a class=""tag"" href=""/tag/simile/page/1/"">simile</a>
            
        </div>","“A day without sunshine is like, you know, night.”"
Steve Martin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""humor,obvious,simile""> 
            
            <a class=""tag"" href=""/tag/humor/page/1/"">humor</a>
            
            <a class=""tag"" href=""/tag/obvious/page/1/"">obvious</a>
            
            <a class=""tag"" href=""/tag/simile/page/1/"">simile</a>
            
        </div>","“A day without sunshine is like, you know, night.”"
Allen Saunders,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""fate,life,misattributed-john-lennon,planning,plans""> 
            
            <a class=""tag"" href=""/tag/fate/page/1/"">fate</a>
            
            <a class=""tag"" href=""/tag/life/page/1/"">life</a>
            
            <a class=""tag"" href=""/tag/misattributed-john-lennon/page/1/"">misattributed-john-lennon</a>
            
            <a class=""tag"" href=""/tag/planning/page/1/"">planning</a>
            
            <a class=""tag"" href=""/tag/plans/page/1/"">plans</a>
            
        </div>",“Life is what happens to us while we are making other plans.”
Allen Saunders,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""fate,life,misattributed-john-lennon,planning,plans""> 
            
            <a class=""tag"" href=""/tag/fate/page/1/"">fate</a>
            
            <a class=""tag"" href=""/tag/life/page/1/"">life</a>
            
            <a class=""tag"" href=""/tag/misattributed-john-lennon/page/1/"">misattributed-john-lennon</a>
            
            <a class=""tag"" href=""/tag/planning/page/1/"">planning</a>
            
            <a class=""tag"" href=""/tag/plans/page/1/"">plans</a>
            
        </div>",“Life is what happens to us while we are making other plans.”
Allen Saunders,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""fate,life,misattributed-john-lennon,planning,plans""> 
            
            <a class=""tag"" href=""/tag/fate/page/1/"">fate</a>
            
            <a class=""tag"" href=""/tag/life/page/1/"">life</a>
            
            <a class=""tag"" href=""/tag/misattributed-john-lennon/page/1/"">misattributed-john-lennon</a>
            
            <a class=""tag"" href=""/tag/planning/page/1/"">planning</a>
            
            <a class=""tag"" href=""/tag/plans/page/1/"">plans</a>
            
        </div>",“Life is what happens to us while we are making other plans.”
Allen Saunders,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""fate,life,misattributed-john-lennon,planning,plans""> 
            
            <a class=""tag"" href=""/tag/fate/page/1/"">fate</a>
            
            <a class=""tag"" href=""/tag/life/page/1/"">life</a>
            
            <a class=""tag"" href=""/tag/misattributed-john-lennon/page/1/"">misattributed-john-lennon</a>
            
            <a class=""tag"" href=""/tag/planning/page/1/"">planning</a>
            
            <a class=""tag"" href=""/tag/plans/page/1/"">plans</a>
            
        </div>",“Life is what happens to us while we are making other plans.”
Allen Saunders,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""fate,life,misattributed-john-lennon,planning,plans""> 
            
            <a class=""tag"" href=""/tag/fate/page/1/"">fate</a>
            
            <a class=""tag"" href=""/tag/life/page/1/"">life</a>
            
            <a class=""tag"" href=""/tag/misattributed-john-lennon/page/1/"">misattributed-john-lennon</a>
            
            <a class=""tag"" href=""/tag/planning/page/1/"">planning</a>
            
            <a class=""tag"" href=""/tag/plans/page/1/"">plans</a>
            
        </div>",“Life is what happens to us while we are making other plans.”
Allen Saunders,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""fate,life,misattributed-john-lennon,planning,plans""> 
            
            <a class=""tag"" href=""/tag/fate/page/1/"">fate</a>
            
            <a class=""tag"" href=""/tag/life/page/1/"">life</a>
            
            <a class=""tag"" href=""/tag/misattributed-john-lennon/page/1/"">misattributed-john-lennon</a>
            
            <a class=""tag"" href=""/tag/planning/page/1/"">planning</a>
            
            <a class=""tag"" href=""/tag/plans/page/1/"">plans</a>
            
        </div>",“Life is what happens to us while we are making other plans.”
Allen Saunders,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""fate,life,misattributed-john-lennon,planning,plans""> 
            
            <a class=""tag"" href=""/tag/fate/page/1/"">fate</a>
            
            <a class=""tag"" href=""/tag/life/page/1/"">life</a>
            
            <a class=""tag"" href=""/tag/misattributed-john-lennon/page/1/"">misattributed-john-lennon</a>
            
            <a class=""tag"" href=""/tag/planning/page/1/"">planning</a>
            
            <a class=""tag"" href=""/tag/plans/page/1/"">plans</a>
            
        </div>",“Life is what happens to us while we are making other plans.”
Allen Saunders,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""fate,life,misattributed-john-lennon,planning,plans""> 
            
            <a class=""tag"" href=""/tag/fate/page/1/"">fate</a>
            
            <a class=""tag"" href=""/tag/life/page/1/"">life</a>
            
            <a class=""tag"" href=""/tag/misattributed-john-lennon/page/1/"">misattributed-john-lennon</a>
            
            <a class=""tag"" href=""/tag/planning/page/1/"">planning</a>
            
            <a class=""tag"" href=""/tag/plans/page/1/"">plans</a>
            
        </div>",“Life is what happens to us while we are making other plans.”
Allen Saunders,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""fate,life,misattributed-john-lennon,planning,plans""> 
            
            <a class=""tag"" href=""/tag/fate/page/1/"">fate</a>
            
            <a class=""tag"" href=""/tag/life/page/1/"">life</a>
            
            <a class=""tag"" href=""/tag/misattributed-john-lennon/page/1/"">misattributed-john-lennon</a>
            
            <a class=""tag"" href=""/tag/planning/page/1/"">planning</a>
            
            <a class=""tag"" href=""/tag/plans/page/1/"">plans</a>
            
        </div>",“Life is what happens to us while we are making other plans.”
Allen Saunders,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""fate,life,misattributed-john-lennon,planning,plans""> 
            
            <a class=""tag"" href=""/tag/fate/page/1/"">fate</a>
            
            <a class=""tag"" href=""/tag/life/page/1/"">life</a>
            
            <a class=""tag"" href=""/tag/misattributed-john-lennon/page/1/"">misattributed-john-lennon</a>
            
            <a class=""tag"" href=""/tag/planning/page/1/"">planning</a>
            
            <a class=""tag"" href=""/tag/plans/page/1/"">plans</a>
            
        </div>",“Life is what happens to us while we are making other plans.”
Bob Marley,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""music""> 
            
            <a class=""tag"" href=""/tag/music/page/1/"">music</a>
            
        </div>","“One good thing about music, when it hits you, you feel no pain.”"
Bob Marley,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""music""> 
            
            <a class=""tag"" href=""/tag/music/page/1/"">music</a>
            
        </div>","“One good thing about music, when it hits you, you feel no pain.”"
Bob Marley,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""music""> 
            
            <a class=""tag"" href=""/tag/music/page/1/"">music</a>
            
        </div>","“One good thing about music, when it hits you, you feel no pain.”"
Bob Marley,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""music""> 
            
            <a class=""tag"" href=""/tag/music/page/1/"">music</a>
            
        </div>","“One good thing about music, when it hits you, you feel no pain.”"
Bob Marley,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""music""> 
            
            <a class=""tag"" href=""/tag/music/page/1/"">music</a>
            
        </div>","“One good thing about music, when it hits you, you feel no pain.”"
Bob Marley,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""music""> 
            
            <a class=""tag"" href=""/tag/music/page/1/"">music</a>
            
        </div>","“One good thing about music, when it hits you, you feel no pain.”"
Bob Marley,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""music""> 
            
            <a class=""tag"" href=""/tag/music/page/1/"">music</a>
            
        </div>","“One good thing about music, when it hits you, you feel no pain.”"
Bob Marley,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""music""> 
            
            <a class=""tag"" href=""/tag/music/page/1/"">music</a>
            
        </div>","“One good thing about music, when it hits you, you feel no pain.”"
Bob Marley,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""music""> 
            
            <a class=""tag"" href=""/tag/music/page/1/"">music</a>
            
        </div>","“One good thing about music, when it hits you, you feel no pain.”"
Bob Marley,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""music""> 
            
            <a class=""tag"" href=""/tag/music/page/1/"">music</a>
            
        </div>","“One good thing about music, when it hits you, you feel no pain.”"
George Eliot,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""inspirational""> 
            
            <a class=""tag"" href=""/tag/inspirational/page/1/"">inspirational</a>
            
        </div>",“It is never too late to be what you might have been.”
George Eliot,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""inspirational""> 
            
            <a class=""tag"" href=""/tag/inspirational/page/1/"">inspirational</a>
            
        </div>",“It is never too late to be what you might have been.”
George Eliot,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""inspirational""> 
            
            <a class=""tag"" href=""/tag/inspirational/page/1/"">inspirational</a>
            
        </div>",“It is never too late to be what you might have been.”
George Eliot,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""inspirational""> 
            
            <a class=""tag"" href=""/tag/inspirational/page/1/"">inspirational</a>
            
        </div>",“It is never too late to be what you might have been.”
George Eliot,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""inspirational""> 
            
            <a class=""tag"" href=""/tag/inspirational/page/1/"">inspirational</a>
            
        </div>",“It is never too late to be what you might have been.”
George Eliot,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""inspirational""> 
            
            <a class=""tag"" href=""/tag/inspirational/page/1/"">inspirational</a>
            
        </div>",“It is never too late to be what you might have been.”
George Eliot,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""inspirational""> 
            
            <a class=""tag"" href=""/tag/inspirational/page/1/"">inspirational</a>
            
        </div>",“It is never too late to be what you might have been.”
George Eliot,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""inspirational""> 
            
            <a class=""tag"" href=""/tag/inspirational/page/1/"">inspirational</a>
            
        </div>",“It is never too late to be what you might have been.”
George Eliot,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""inspirational""> 
            
            <a class=""tag"" href=""/tag/inspirational/page/1/"">inspirational</a>
            
        </div>",“It is never too late to be what you might have been.”
George Eliot,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""inspirational""> 
            
            <a class=""tag"" href=""/tag/inspirational/page/1/"">inspirational</a>
            
        </div>",“It is never too late to be what you might have been.”
James Baldwin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""love""> 
            
            <a class=""tag"" href=""/tag/love/page/1/"">love</a>
            
        </div>","“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”"
James Baldwin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""love""> 
            
            <a class=""tag"" href=""/tag/love/page/1/"">love</a>
            
        </div>","“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”"
James Baldwin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""love""> 
            
            <a class=""tag"" href=""/tag/love/page/1/"">love</a>
            
        </div>","“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”"
James Baldwin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""love""> 
            
            <a class=""tag"" href=""/tag/love/page/1/"">love</a>
            
        </div>","“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”"
James Baldwin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""love""> 
            
            <a class=""tag"" href=""/tag/love/page/1/"">love</a>
            
        </div>","“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”"
James Baldwin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""love""> 
            
            <a class=""tag"" href=""/tag/love/page/1/"">love</a>
            
        </div>","“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”"
James Baldwin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""love""> 
            
            <a class=""tag"" href=""/tag/love/page/1/"">love</a>
            
        </div>","“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”"
James Baldwin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""love""> 
            
            <a class=""tag"" href=""/tag/love/page/1/"">love</a>
            
        </div>","“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”"
James Baldwin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""love""> 
            
            <a class=""tag"" href=""/tag/love/page/1/"">love</a>
            
        </div>","“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”"
James Baldwin,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""love""> 
            
            <a class=""tag"" href=""/tag/love/page/1/"">love</a>
            
        </div>","“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”"
George Bernard Shaw,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""inspirational,life,yourself""> 
            
            <a class=""tag"" href=""/tag/inspirational/page/1/"">inspirational</a>
            
            <a class=""tag"" href=""/tag/life/page/1/"">life</a>
            
            <a class=""tag"" href=""/tag/yourself/page/1/"">yourself</a>
            
        </div>",“Life isn't about finding yourself. Life is about creating yourself.”
George Bernard Shaw,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""inspirational,life,yourself""> 
            
            <a class=""tag"" href=""/tag/inspirational/page/1/"">inspirational</a>
            
            <a class=""tag"" href=""/tag/life/page/1/"">life</a>
            
            <a class=""tag"" href=""/tag/yourself/page/1/"">yourself</a>
            
        </div>",“Life isn't about finding yourself. Life is about creating yourself.”
George Bernard Shaw,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""inspirational,life,yourself""> 
            
            <a class=""tag"" href=""/tag/inspirational/page/1/"">inspirational</a>
            
            <a class=""tag"" href=""/tag/life/page/1/"">life</a>
            
            <a class=""tag"" href=""/tag/yourself/page/1/"">yourself</a>
            
        </div>",“Life isn't about finding yourself. Life is about creating yourself.”
George Bernard Shaw,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""inspirational,life,yourself""> 
            
            <a class=""tag"" href=""/tag/inspirational/page/1/"">inspirational</a>
            
            <a class=""tag"" href=""/tag/life/page/1/"">life</a>
            
            <a class=""tag"" href=""/tag/yourself/page/1/"">yourself</a>
            
        </div>",“Life isn't about finding yourself. Life is about creating yourself.”
George Bernard Shaw,"<div class=""tags"">
            Tags:
            <meta class=""keywords"" itemprop=""keywords"" content=""inspirational,life,yourself""> 
            
            <a class=""tag"" href=""/tag/inspirational/page/1/"">inspirational</a>
            
            <a class=""tag"" href=""/tag/life/page/1/"">life</a>
            
            <a class=""tag"" href=""/tag/yourself/page/1/"">yourself</a>
            
        </div>",“Life isn't about finding yourself. Life is about creating yourself.”
